Age,Gender,Employment_Type,City_Tier,Monthly_Income_INR,Existing_Loans,Existing_EMI_INR,Loan_Amount_INR,Loan_Tenure_Months,CIBIL_Score,Purpose,Risk
50,male,unemployed,tier_3,10000,2,1700,54000,60,481,education,bad
63,male,business,tier_2,65500,3,10500,457000,12,667,personal,good
26,female,salaried,tier_3,82600,0,0,691000,60,737,education,good
34,male,business,tier_1,73100,0,0,1372000,12,635,personal,bad
43,female,salaried,tier_2,71400,2,16400,1080000,12,563,car,bad
61,female,self_employed,tier_2,46600,4,5900,633000,60,633,car,good
51,male,salaried,tier_3,48400,2,8800,950000,36,680,consumer_durable,bad
54,male,business,tier_1,145500,3,10500,3426000,12,696,consumer_durable,bad
46,female,self_employed,tier_1,58100,4,14100,413000,36,584,education,good
39,male,business,tier_3,64800,1,5700,1299000,36,622,consumer_durable,bad
29,male,salaried,tier_1,81500,2,10000,878000,60,611,education,bad
59,female,salaried,tier_2,43900,3,1000,266000,120,653,education,good
56,male,salaried,tier_1,115300,0,0,967000,12,852,business,good
22,male,salaried,tier_1,95200,2,6500,1084000,60,584,personal,good
52,female,self_employed,tier_2,41200,2,10600,902000,60,591,personal,good
24,male,salaried,tier_2,80900,1,19700,1055000,120,673,education,bad
53,male,self_employed,tier_2,35900,1,6800,571000,36,759,education,good
57,male,salaried,tier_2,54400,2,7400,201000,24,731,home,bad
26,female,salaried,tier_2,47300,4,14700,205000,120,694,consumer_durable,good
40,female,self_employed,tier_3,46800,2,14500,1063000,12,619,car,bad
26,male,salaried,tier_1,62800,4,13300,1294000,48,561,education,good
45,male,salaried,tier_1,96800,3,22300,1286000,60,645,home,good
61,male,salaried,tier_1,91400,0,0,659000,12,732,personal,good
24,male,salaried,tier_3,36200,4,9200,139000,36,622,education,good
38,male,self_employed,tier_1,122900,2,9700,2886000,12,625,personal,bad
63,female,salaried,tier_2,42400,2,7500,132000,84,731,personal,good
34,male,salaried,tier_2,33600,3,1800,268000,24,620,home,good
26,female,self_employed,tier_2,64800,0,0,1125000,60,614,home,bad
42,male,salaried,tier_3,19400,1,4400,440000,24,643,car,bad
43,male,self_employed,tier_2,80900,3,27700,442000,60,632,personal,bad
50,male,salaried,tier_2,57000,3,2700,1097000,84,676,business,good
34,male,business,tier_1,57300,1,10200,571000,12,697,car,bad
63,female,salaried,tier_2,39500,2,10000,682000,84,774,personal,bad
43,female,salaried,tier_1,41900,3,12700,211000,60,608,car,good
33,female,business,tier_3,60000,2,17900,1270000,12,629,business,bad
63,male,self_employed,tier_1,40700,2,2900,727000,24,655,consumer_durable,bad
61,female,self_employed,tier_1,77200,2,26500,1781000,84,593,personal,bad
42,male,business,tier_1,84900,1,29200,1150000,48,633,home,bad
22,female,salaried,tier_2,46600,2,15800,1008000,12,726,education,bad
47,male,business,tier_3,62700,3,13500,900000,60,599,consumer_durable,bad
45,male,self_employed,tier_1,80600,3,23500,1110000,84,589,car,good
27,male,salaried,tier_1,110900,3,3000,553000,48,641,personal,bad
48,male,salaried,tier_2,44100,2,3900,886000,12,727,consumer_durable,bad
57,male,salaried,tier_3,40800,3,1300,476000,12,665,personal,good
25,female,business,tier_3,42000,3,7400,655000,36,607,personal,good
52,female,salaried,tier_1,78600,1,26500,1310000,48,606,personal,bad
27,female,salaried,tier_2,41900,2,9500,807000,84,687,consumer_durable,bad
53,male,self_employed,tier_3,31000,3,5000,468000,60,644,education,bad
39,male,self_employed,tier_3,31100,3,8600,498000,24,657,business,bad
21,male,salaried,tier_2,60900,2,11700,849000,60,570,education,bad
63,male,business,tier_2,70100,1,11200,1114000,12,669,personal,bad
28,male,salaried,tier_2,65700,4,14500,810000,24,670,business,bad
47,male,business,tier_1,91000,2,16300,1757000,84,620,personal,bad
28,male,salaried,tier_1,60600,2,13600,1213000,120,665,car,good
62,male,salaried,tier_1,79400,2,22300,1100000,60,685,home,bad
53,male,self_employed,tier_1,47000,3,7600,286000,48,617,business,bad
56,female,salaried,tier_1,90600,1,13200,982000,120,767,personal,good
40,male,salaried,tier_3,37300,4,7300,770000,36,577,car,bad
41,female,salaried,tier_3,44300,0,0,986000,60,712,business,good
48,male,self_employed,tier_1,70000,0,0,603000,60,694,consumer_durable,bad
55,female,business,tier_1,165500,2,49100,3767000,12,697,business,bad
58,female,business,tier_2,80000,4,17300,705000,120,617,personal,bad
21,female,unemployed,tier_2,12300,0,0,274000,60,574,consumer_durable,bad
50,female,business,tier_1,74200,3,12400,1680000,24,628,business,bad
25,female,salaried,tier_3,54600,1,4000,743000,84,682,home,good
33,male,salaried,tier_1,67500,0,0,1550000,36,708,consumer_durable,good
57,male,business,tier_1,55400,1,4500,805000,12,705,personal,bad
32,male,business,tier_2,65400,3,16300,717000,60,634,consumer_durable,bad
56,male,unemployed,tier_2,12800,3,2800,256000,12,468,personal,bad
41,male,self_employed,tier_1,48700,4,9200,257000,60,612,personal,good
31,male,salaried,tier_2,52800,4,9200,399000,60,654,car,bad
35,male,business,tier_3,51200,0,0,383000,24,733,home,good
44,male,business,tier_1,92700,4,28800,1489000,84,560,car,bad
54,male,self_employed,tier_2,73900,0,0,1322000,48,714,personal,bad
47,male,business,tier_1,59700,4,16000,1229000,36,594,business,bad
62,female,self_employed,tier_2,97800,3,9900,2142000,12,654,home,bad
59,female,business,tier_2,69200,4,22100,1479000,84,575,car,bad
54,male,salaried,tier_1,91000,0,0,1576000,24,729,personal,bad
47,male,business,tier_1,98800,0,0,2194000,24,696,car,good
33,male,salaried,tier_3,22500,4,2700,198000,24,589,home,bad
39,male,salaried,tier_1,51300,1,5900,935000,48,759,home,bad
26,female,salaried,tier_3,34300,1,8800,158000,120,609,personal,good
37,male,salaried,tier_1,105100,1,19300,592000,84,715,personal,good
61,female,salaried,tier_3,25400,0,0,197000,84,629,business,good
39,male,unemployed,tier_2,8900,0,0,46000,24,540,car,bad
26,female,self_employed,tier_1,68600,0,0,1597000,60,678,home,good
49,male,business,tier_2,82600,4,19300,1057000,36,644,personal,good
63,male,salaried,tier_3,48200,0,0,1062000,48,736,consumer_durable,good
59,female,salaried,tier_2,39000,4,3600,507000,60,653,car,good
33,male,self_employed,tier_2,27400,1,5900,485000,24,672,business,bad
40,female,self_employed,tier_2,58000,3,20300,566000,36,662,personal,good
44,male,salaried,tier_2,90800,1,5600,2085000,36,762,business,bad
31,male,business,tier_2,62000,4,11500,231000,120,532,education,bad
32,male,business,tier_3,35200,0,0,621000,120,654,home,good
31,female,self_employed,tier_1,55700,3,4300,1279000,120,509,home,bad
64,male,unemployed,tier_2,13800,4,4200,270000,48,448,personal,bad
53,female,self_employed,tier_2,44200,2,14800,901000,60,621,business,bad
57,female,self_employed,tier_3,58900,2,7200,547000,84,696,education,good
56,female,salaried,tier_1,102600,0,0,1281000,84,710,home,good
63,male,salaried,tier_1,79200,4,2500,464000,60,655,home,good
25,female,salaried,tier_1,37500,4,8100,409000,120,636,personal,good
59,female,self_employed,tier_2,37700,2,400,120000,36,629,business,good
23,male,self_employed,tier_2,39600,3,6900,766000,60,509,education,bad
41,male,salaried,tier_1,57200,3,3100,1316000,60,626,personal,good
47,male,self_employed,tier_1,69300,1,16300,1228000,84,658,personal,bad
36,male,salaried,tier_3,44400,0,0,889000,120,729,business,good
27,female,salaried,tier_2,30600,0,0,422000,12,688,business,bad
29,male,business,tier_2,92800,4,25300,652000,84,608,home,good
57,male,salaried,tier_1,74700,3,21700,1355000,84,721,personal,good
35,male,salaried,tier_1,84200,0,0,782000,120,757,business,bad
34,male,salaried,tier_1,96400,4,31100,1219000,24,641,consumer_durable,bad
61,male,salaried,tier_1,56800,4,12300,1245000,60,615,personal,bad
27,female,self_employed,tier_2,74600,2,14000,808000,12,565,home,bad
61,male,unemployed,tier_1,15400,2,3600,140000,12,490,personal,bad
61,male,self_employed,tier_1,110000,4,11100,403000,60,578,personal,good
47,female,self_employed,tier_1,47400,4,400,840000,120,614,car,good
28,male,salaried,tier_1,122800,1,19000,923000,24,765,consumer_durable,good
27,male,self_employed,tier_1,47200,2,12300,775000,84,631,car,bad
33,male,salaried,tier_1,181200,4,58300,1939000,12,629,business,bad
46,female,salaried,tier_1,53200,4,8000,1040000,12,691,education,bad
27,female,business,tier_2,101300,3,9300,2197000,60,566,home,bad
41,male,salaried,tier_3,36300,3,1700,289000,24,707,personal,good
26,male,salaried,tier_2,70600,3,23100,1386000,12,686,personal,bad
44,male,salaried,tier_1,73200,1,5900,455000,120,702,business,good
21,female,business,tier_3,35800,4,11400,213000,120,672,personal,bad
52,male,salaried,tier_3,15500,1,1000,186000,12,759,home,bad
23,female,salaried,tier_2,132300,4,800,1298000,120,622,consumer_durable,good
29,female,business,tier_1,96900,4,7600,2299000,12,581,personal,bad
28,male,salaried,tier_2,19600,1,3400,390000,84,661,car,good
57,female,business,tier_3,58400,4,7100,1267000,84,615,business,good
23,female,salaried,tier_3,52500,4,16700,307000,36,616,home,bad
39,male,self_employed,tier_2,37400,2,7100,673000,12,621,home,bad
47,female,unemployed,tier_2,9400,2,400,147000,48,516,personal,bad
43,female,salaried,tier_3,41000,2,9000,208000,120,627,personal,bad
50,male,self_employed,tier_1,98700,0,0,1941000,12,659,personal,bad
56,female,salaried,tier_1,76900,2,18300,1609000,84,624,consumer_durable,bad
38,male,self_employed,tier_3,60100,3,16500,1334000,60,635,car,bad
57,female,business,tier_1,140400,2,48400,3192000,120,661,consumer_durable,good
34,female,self_employed,tier_1,59800,2,12100,315000,24,624,home,bad
64,male,business,tier_1,54500,2,7000,1173000,60,705,home,bad
43,male,self_employed,tier_1,59900,2,9100,1369000,48,602,home,good
53,male,self_employed,tier_1,77900,4,11000,1364000,60,584,home,bad
59,male,salaried,tier_2,56200,2,8900,386000,24,633,education,good
55,male,self_employed,tier_2,59900,1,600,684000,48,719,business,good
58,male,business,tier_2,94700,0,0,463000,120,722,business,good
44,male,self_employed,tier_1,78000,4,27000,241000,84,665,personal,bad
22,male,salaried,tier_3,37500,0,0,837000,24,762,home,bad
42,male,salaried,tier_2,66000,2,1100,1546000,12,660,business,bad
28,female,self_employed,tier_3,78700,3,27000,1755000,36,572,education,bad
60,male,business,tier_1,56100,0,0,467000,24,616,personal,bad
31,male,salaried,tier_1,88100,1,100,1413000,24,635,personal,bad
31,male,salaried,tier_3,78300,3,25000,1057000,24,633,home,bad
31,male,salaried,tier_3,27300,3,9200,366000,48,555,personal,bad
49,female,salaried,tier_1,105400,1,23200,1264000,12,657,consumer_durable,bad
46,male,unemployed,tier_2,17900,2,4900,407000,120,520,car,bad
62,male,salaried,tier_2,32800,3,3800,643000,12,725,personal,bad
39,female,salaried,tier_1,95300,1,19100,1981000,24,661,consumer_durable,bad
33,female,salaried,tier_2,50000,2,12800,186000,48,674,car,good
23,female,salaried,tier_1,72700,1,14300,847000,12,758,education,bad
21,female,unemployed,tier_1,14500,4,1500,226000,48,377,education,bad
37,female,salaried,tier_3,65300,1,14800,1099000,12,740,business,bad
61,male,salaried,tier_2,52900,4,15500,1153000,120,683,education,bad
44,male,salaried,tier_3,35100,4,10300,228000,60,703,education,good
60,male,unemployed,tier_2,10300,0,0,50000,36,620,car,bad
25,male,unemployed,tier_3,8000,4,1200,174000,60,433,consumer_durable,bad
25,male,salaried,tier_2,37700,0,0,514000,48,695,business,bad
57,male,self_employed,tier_2,40700,1,9000,583000,84,609,personal,bad
25,female,salaried,tier_1,77400,0,0,1679000,84,671,consumer_durable,bad
23,female,self_employed,tier_2,55300,0,0,1037000,84,654,personal,good
38,female,salaried,tier_2,83800,2,18100,1537000,120,688,consumer_durable,good
61,male,business,tier_2,76200,3,10700,526000,12,680,home,bad
51,male,business,tier_1,80000,2,20500,1284000,84,721,car,bad
25,male,salaried,tier_1,52100,2,3800,649000,120,639,business,good
57,male,salaried,tier_3,45700,3,1500,724000,24,731,education,bad
58,female,salaried,tier_3,39600,2,1200,598000,84,710,car,good
56,female,salaried,tier_1,72100,2,14700,256000,60,637,personal,good
60,female,salaried,tier_2,60300,2,18800,616000,60,694,personal,bad
31,female,salaried,tier_2,66000,1,5100,833000,60,689,car,bad
64,female,unemployed,tier_3,9900,3,2600,134000,36,490,education,bad
35,male,salaried,tier_1,69900,4,900,356000,120,588,education,good
56,male,business,tier_2,52900,1,6500,1157000,84,626,home,good
46,male,salaried,tier_1,59900,2,13700,600000,48,660,car,good
55,male,salaried,tier_1,99900,4,28900,1326000,60,620,personal,good
48,male,salaried,tier_3,35600,1,11800,603000,120,760,personal,good
49,male,business,tier_1,59000,2,13100,1068000,36,537,education,bad
48,female,salaried,tier_1,111400,1,18000,1219000,120,709,education,good
55,male,salaried,tier_1,53400,1,1100,305000,12,737,personal,good
53,female,self_employed,tier_2,48600,2,4700,357000,84,609,home,good
26,female,self_employed,tier_2,57000,4,18400,369000,60,574,education,good
57,female,self_employed,tier_1,64900,0,0,527000,60,678,car,good
44,female,salaried,tier_2,23100,1,2800,362000,60,696,personal,good
35,male,salaried,tier_3,47300,4,4100,674000,48,665,home,good
43,female,business,tier_1,150300,0,0,983000,24,702,education,good
63,male,self_employed,tier_3,47400,2,12500,821000,24,637,personal,bad
58,female,self_employed,tier_1,30800,0,0,134000,120,627,business,good
57,male,salaried,tier_2,115800,2,38000,2559000,36,705,personal,good
41,male,salaried,tier_1,46700,3,7400,695000,24,630,consumer_durable,bad
55,female,business,tier_1,64800,3,18600,998000,12,613,personal,bad
37,female,self_employed,tier_1,85200,2,3900,767000,36,643,car,bad
51,male,salaried,tier_1,87000,3,4600,1196000,84,652,car,bad
49,female,business,tier_3,54000,2,5200,645000,36,661,home,bad
31,male,self_employed,tier_2,39300,3,2600,903000,48,721,car,bad
32,female,salaried,tier_3,65700,0,0,302000,60,734,home,good
23,male,salaried,tier_2,54200,0,0,685000,60,753,car,good
27,male,self_employed,tier_2,27700,0,0,544000,12,680,personal,bad
40,male,salaried,tier_1,114300,2,20800,1650000,36,680,personal,good
42,male,self_employed,tier_2,51800,1,9700,770000,60,681,car,good
28,male,self_employed,tier_1,95700,1,20300,2118000,60,662,personal,bad
39,male,salaried,tier_3,50400,2,1800,549000,36,714,car,good
47,male,business,tier_3,121300,4,14800,369000,24,612,personal,good
31,male,salaried,tier_1,66600,1,2000,1494000,24,625,personal,bad
35,male,salaried,tier_2,55300,2,17800,204000,12,605,car,good
37,male,self_employed,tier_2,61800,2,8700,1220000,12,654,car,bad
43,female,self_employed,tier_2,43200,3,11000,256000,120,572,consumer_durable,good
37,female,salaried,tier_1,98300,3,31700,338000,36,686,personal,good
53,male,self_employed,tier_2,17100,4,1900,179000,36,677,personal,good
35,female,business,tier_3,51200,3,1600,1083000,48,603,home,bad
40,male,business,tier_1,91200,4,10700,344000,48,655,home,good
37,male,business,tier_2,66700,3,15700,568000,12,627,car,bad
29,female,salaried,tier_1,54600,2,9600,484000,120,665,consumer_durable,good
51,female,salaried,tier_3,56600,2,1500,282000,48,693,home,good
31,female,self_employed,tier_1,54300,2,1300,268000,48,589,car,bad
34,male,salaried,tier_1,79600,1,19500,1757000,48,644,consumer_durable,bad
55,female,self_employed,tier_1,64000,1,16500,1126000,120,599,education,bad
62,male,salaried,tier_3,49100,3,1900,468000,120,652,car,good
50,male,salaried,tier_2,90800,3,25300,727000,12,767,personal,bad
61,male,salaried,tier_1,79500,0,0,310000,60,671,education,good
58,female,salaried,tier_1,99700,4,2400,1050000,24,609,consumer_durable,bad
42,male,salaried,tier_3,43400,3,5100,405000,12,625,home,bad
54,female,self_employed,tier_2,40200,2,10300,895000,48,619,personal,bad
35,female,self_employed,tier_1,61700,2,14200,471000,48,643,car,bad
41,female,salaried,tier_3,37400,2,6300,430000,48,650,business,bad
44,female,salaried,tier_1,90600,2,8900,1569000,12,673,business,bad
63,female,business,tier_2,72700,2,10600,708000,60,626,business,good
58,male,salaried,tier_1,56200,4,7500,1091000,48,641,business,good
42,male,salaried,tier_2,50900,0,0,929000,12,713,personal,bad
49,male,salaried,tier_3,24200,1,4100,91000,36,700,home,bad
29,male,self_employed,tier_1,60700,1,9700,1273000,12,731,home,bad
56,male,business,tier_2,70000,0,0,745000,120,691,car,good
45,male,self_employed,tier_3,67800,0,0,340000,84,669,education,good
44,male,unemployed,tier_3,14400,4,700,254000,48,373,car,bad
54,male,business,tier_2,48700,3,10300,910000,12,646,personal,bad
48,male,salaried,tier_2,59000,1,8700,265000,84,616,personal,bad
24,female,salaried,tier_3,44500,1,10500,464000,36,700,consumer_durable,bad
33,male,salaried,tier_1,68500,2,2100,1494000,60,675,education,good
28,female,salaried,tier_1,70000,3,8500,1194000,84,680,personal,good
53,female,self_employed,tier_1,57200,1,3600,813000,36,642,personal,bad
22,male,salaried,tier_3,79400,0,0,1079000,120,692,consumer_durable,good
29,female,salaried,tier_1,64200,2,17400,1013000,24,694,personal,good
47,male,salaried,tier_1,83700,2,3800,1399000,36,643,car,good
51,female,self_employed,tier_2,19800,2,1200,88000,24,677,home,good
43,male,self_employed,tier_1,86400,0,0,865000,36,702,consumer_durable,bad
58,male,unemployed,tier_1,24500,4,2500,344000,84,496,personal,bad
61,male,salaried,tier_2,38100,3,12300,699000,48,755,business,bad
26,male,salaried,tier_1,62100,3,21500,1155000,120,665,personal,good
62,female,unemployed,tier_3,10500,4,1600,165000,120,432,personal,bad
48,female,self_employed,tier_1,65200,2,4600,999000,36,691,personal,good
48,female,self_employed,tier_3,42400,2,7400,455000,84,617,consumer_durable,bad
25,female,salaried,tier_2,49700,3,8600,1020000,48,677,business,good
48,female,salaried,tier_1,142500,3,23200,3170000,36,682,car,good
52,male,business,tier_1,74800,4,500,1554000,36,496,home,bad
46,female,self_employed,tier_2,123100,3,5500,2623000,12,653,home,bad
